"s10"	"s11"	"s1"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"s21"	"s2"	"s22"	"s23"	"s24"	"s25"	"s26"	"s27"	"s28"	"s29"	"s30"	"s3"	"s32"	"s34"	"s35"	"s36"	"s37"	"s38"	"s39"	"s40"	"s41"	"s4"	"s5"	"s6"	"s7"	"s9"	"ss11"	"ss1"	"ss12"	"ss13"	"ss14"	"ss15"	"ss16"	"ss18"	"ss19"	"ss21"	"ss2"	"ss23"	"ss24"	"ss25"	"ss26"	"ss27"	"ss28"	"ss29"	"ss30"	"ss3"	"ss4"	"ss5"	"ss7"	"ss8"	"ss9"
"Kocuria_Kocuria sp. MNpremon18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Kocuria_Kocuria sp. SBT356"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82280023327484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kocuria_Kocuria sp. St83"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kocuria_Kocuria subflava"	0	0	0	0	0	0	0.00362071606623125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kocuria_Rothia kristinae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218353006939259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kocuria_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.90921774395443e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kocuria_uncultured Kocuria sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kordiimonas_uncultured Kordiimonas sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Kosakonia_(Kosakonia)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525434879461955	0.000368657478493444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115063443542029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Atlantibacter hermannii"	0	0	0	0	0	0.000202512368442903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_bacterium fjat-scl-5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00547327999439536	0.0016589586532205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000627618782956524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Enterobacter cloacae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97354203285026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Enterobacter sp. 2E2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368657478493444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104603130492754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Enterobacter sp. CTSP29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000656793599327443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Enterobacter sp. J33a"	0	0	0	0	0	0.000405024736885805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Enterobacter sp. NCCP-231"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104603130492754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Enterobacter sp. R4-368"	0	0	0	0	0	0.000202512368442903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Enterobacter sp. VB11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Escherichia coli"	0	0	0	0	0	0.000202512368442903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0.00684415851071111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Escherichia sp. HH-51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000766259199215351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Kosakonia cowanii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00350289919641303	0.00147462991397378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014295761167343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Kosakonia oryzae"	0	0	0	0	0	0.00243014842131483	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437862399551629	0.000737314956986889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000557883362628021	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Kosakonia radicincitans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_Salmonella enterica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000641990684715165	0	0	0	0	0	0.00426915839562838	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000732221913449278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_uncultured bacterium"	0	0	0	0	0	0.00243014842131483	0	0	0	0	0	0	0	0.000641990684715165	0	0	0	0	0	0.00820991999159304	0.00258060234945411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289401994363286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_uncultured Enterobacter sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218931199775814	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_uncultured Enterobacteriaceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_uncultured Escherichia sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kosakonia_unidentified"	0	0	0	0	0	0.000202512368442903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Kribbella_Kribbella sindirgiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547474227650733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kribbella_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330954870993791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kurthia_(Kurthia)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125845287062538	0	0	0	0	0	0
"Kurthia_Bacillus anthracis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6199726595381e-05	0	0	0	0	0
"Kurthia_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0.00025745327223109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000711076726600954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kushneria_(Kushneria)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84200755448861e-05	0	0	0	3.48677101642513e-05	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Kytococcus_(Kytococcus)"	0.0438356164383562	0	0	0	0	0	0	0	0.61766646011154	0	0	0	0	0	0	0	0	0.00661331922491899	0	0	0	0	0	0	0.000109176503469629	0.329400491106187	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112443778110945	0	0	0	0	0	0	0.000145585837409737	0	0	0.351652315044407	0	0	0	0	0.00328143201693219	0	0	0	0	0	0.0889328063241107	0	0
"Kytococcus_Kytococcus aerolatus"	0	0	0	0	0	0	0	0	0.00399784116577048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.90921774395443e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kytococcus_Kytococcus schroeteri"	0	0	0	0	0	0	0	0	0.101944949727147	0	0	0	0	0	0	0	0	0.0859731499239468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197269786159552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kytococcus_Kytococcus sedentarius"	0	0	0	0	0	0	0	0	0	0	0	3.61788217860182e-05	0	0	0	0	0	0	0	0	0	0.000499800079968013	0	0.00218989691060293	0.000218353006939259	0.00299454991914715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00661909741987583	0.00229392806065146	0	0	0	0	0.00569378807720777	0	0	0	0	0	0	0	0	0
"Kytococcus_Kytococcus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00450836301338984	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kytococcus_Kytococcus sp. HN-2"	0	0	0	0	0	0	0	0	0.00199892058288524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Labrenzia_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Labrys_(Labrys)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197269786159552	0	0	0	0	0	0	0	0	0.0160574964245602	0	0	0	0	0	0	0	0.000188767930593807	0	0	0	0	0	0
"Labrys_Labrys portucalensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82280023327484e-05	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Labrys_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0240862446368403	0	0	0	0	0	0.00328143201693219	0.0031862354628007	0	0	0	0	0	0	0
"Lachnoanaerobaculum_(Lachnoanaerobaculum)"	0	0	0	0	0	0.00526532157951547	0.361793090002646	0	0	0.00258018298050596	0	0	0	0.00224696739650308	0	0	0.0025745327223109	0	0	0	0.00221194487096067	0	0	0	0.408647652486822	0	0	0	0	0.00219630142839458	0.00470876300795781	0	0	0	6.84200755448861e-05	0	0.0112350122802951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00365758687657829	0	0	0	0	0.0087103132545385
"Lachnoanaerobaculum_Eubacterium sp. oral clone IR009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoanaerobaculum_Eubacterium sp. oral clone JI012"	0	0	0	0	0	0	0.0242309459817015	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368657478493444	0	0	0	0.00141929454510518	0	0	0	0	0	0	0	0	0	0.000684200755448861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoanaerobaculum_Lachnoanaerobaculum orale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131011804163555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoanaerobaculum_Lachnoanaerobaculum saburreum"	0	0	0	0	0	0.000405024736885805	0.000278516620479327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoanaerobaculum_Lachnoanaerobaculum umeaense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207435356592296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoanaerobaculum_Lachnospiraceae bacterium oral taxon 107"	0	0	0	0	0	0	0.000557033240958654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000545882517348146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	0	0	0	0	0
"Lachnoanaerobaculum_uncultured bacterium"	0	0	0	0	0	0	0.0122547313010904	0	0	0.000455326408324581	0	0	0	0	0	0	0	0	0	0	0.000737314956986889	0	0	0	0.0505487211064383	0	0	0	0	0	0	0	0	0	0	0	0.000426646035960572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126999544325635	0	0	0	0	0.00249736254151104
"Lachnoanaerobaculum_uncultured human oral bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207435356592296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoanaerobaculum_uncultured Lachnospiraceae bacterium"	0	0	0	0	0	0	0	0	0	0.000455326408324581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120094153816592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126999544325635	0	0	0	0	0
"Lachnoanaerobaculum_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120094153816592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoclostridium_(Lachnoclostridium)"	0	0	0	0	0.00332623736029803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0	0	0	8.90921774395443e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoclostridium_Clostridium sp. B556-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85224477944558e-05	0	0	0	0
"Lachnoclostridium_Clostridium sp. JPL_22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82280023327484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoclostridium_swine fecal bacterium RF3G-Cel2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70448955889116e-06	0	0	0	0
"Lachnoclostridium_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173247171739921	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoclostridium_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00411925235569744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073252406864797	0	0	0.00369759897832496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	9.70448955889116e-06	0	0	0	0
"Lachnospira_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113875761544155	0	0	0	0	0	0	0	0	0
"Lachnospiraceae AC2044 group_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	5.0799817730254e-05	0	0	0	0	0
"Lachnospiraceae AC2044 group_uncultured rumen bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82280023327484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae FCS020 group_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	9.70448955889116e-06	0	0	0	0
"Lachnospiraceae FCS020 group_uncultured Lachnospiraceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae FE2018 group_uncultured Lachnospiraceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae NC2004 group_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352912009330994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae NK3A20 group_(Lachnospiraceae NK3A20 group)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205962617784872	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0.000199663766217689	0	0	0	0	0	0	0.00355538363300477	0	0	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	0.000125845287062538	0	0	0.00151391285917583	0.00494071146245059	0	0
"Lachnospiraceae NK4A136 group_(Lachnospiraceae NK4A136 group)"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0.000289430574288145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152399453190762	0.000145567343383367	0	0	0	0
"Lachnospiraceae NK4A136 group_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0.000303550938883054	0	7.23576435720364e-05	0	0	0	0	0.00025745327223109	0	0	0.000109465599887907	0.000184328739246722	0	0	0	0	0	0	0	0	0.00299495649326534	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	6.29226435312691e-05	0.000203199270921016	6.79314269122381e-05	0	0	0.00545345476359274	0
"Lachnospiraceae NK4A136 group_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae UCG-001_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae UCG-004_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	3.61788217860182e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70448955889116e-06	0	0	0	0
"Lachnospiraceae UCG-008_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0.00440148861380428	0	0.000506503505004255	0	0.000320995342357582	0	0	0	0	0	0.000766259199215351	0.00313358856719428	0	0	0	0.00163764755204444	0	0	0	0	0.00259562896082996	0	0	0	0.00261615738802846	0	0	0	0	0	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	0	0	0	0	0
"Lachnospiraceae UCG-008_uncultured Lactobacillus sp."	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae XPB1014 group_(Lachnospiraceae XPB1014 group)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56133836965907e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae XPB1014 group_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94089791177823e-05	0	0	0	0
"Lacimicrobium_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
