"B19"	"B20"	"B24"	"B25"	"B27"	"B28"	"X301_11"	"X301_12"	"X301_13"	"X301_15"	"X301_21"	"X301_22"	"X310_3"	"X301_5"	"X301_6"	"X301_8"	"X301_9"	"B32"	"B36"	"B37"	"B4"	"B5"	"B7"	"B9"	"X301_23"	"B26"	"B31"
"Noviherbaspirillum_Noviherbaspirillum sp. YIM S61"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum_Noviherbaspirillum suwonense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum_Oxalicibacterium sp. JCN-21"	0	0	0	0	0	0	0	0	0.00140535298953715	0.000405391709739536	0	0	0	0.000311487665088462	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum_Oxalobacteraceae bacterium HTCC315"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum_uncultured bacterium"	0	0	0.00829153020189876	0.000133227994399095	0.00993566655903028	0	0.0165219742257202	0.0119748186670316	0.0165128976270615	0.0235127191648931	0	0.00872105699210744	0.00101248392681766	0.0190007475703962	0.00949018714649053	0.00384645694407439	0.0124525247493929	0	0.0339673913043478	0	0	0	0.000981951727253088	0.000628488109004978	0.000487712310036055	0.000143721680092068	0.00509031059378473
"Noviherbaspirillum_uncultured Burkholderia sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum_uncultured Burkholderiales bacterium"	0	0	0	0.000133227994399095	0	0	0	0	0.00737810319507002	0.000405391709739536	0	0.00145350949868457	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum_uncultured Herbaspirillum sp."	0	0	0.00207288255047469	0	0	0.0142490738102023	0	0	0.000351338247384287	0.000405391709739536	0	0.0058140379947383	0	0.00124595066035385	0.00142352807197358	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Noviherbaspirillum_uncultured Noviherbaspirillum sp."	0	0	0	0	0	0	0	0	0.000351338247384287	0.00202695854869768	0	0.00145350949868457	0	0	0.00237254678662263	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum_uncultured Oxalobacteraceae bacterium"	0	0	0.00414576510094938	0	0.00248391663975757	0	0.00300399531376731	0.00342137676200903	0.00210802948430572	0.0056754839363535	0	0	0.00101248392681766	0.0024919013207077	0.00142352807197358	0.00103197625328825	0	0	0	0.000344714662438167	0	0	0	0.000314244054502489	0	0	0
"Noviherbaspirillum_uncultured proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124595066035385	0	0.000281448069078614	0	0	0	0	0	0	0	0	0	0	0
"Novispirillum_Novispirillum itersonii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Novosphingobium_(Novosphingobium)"	0.0141522785168412	0.000298393449666993	0.0207288255047469	0.000799367966394571	0	0.0284981476204047	0.0180239718826039	0.0461885862871219	0.0351338247384287	0.0320259450694233	0	0.00436052849605372	0.00607490356090597	0.0470346374283578	0.0469764263751281	0.00966305037169908	0.0435838366228753	0	0	0.000344714662438167	0.214132762312634	0.0203977562468129	0	0.00314244054502489	0.00403471092848009	0.000287443360184136	0.00593869569274885
"Novosphingobium_bacterium 070401"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_bacterium 081648"	0	0	0.00621864765142407	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_bacterium F4(2009)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_bacterium M7(2011)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Blastomonas sp. P2AR16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_metagenome"	0	0	0.00829153020189876	0.000133227994399095	0.00248391663975757	0.042747221430607	0.00450599297065097	0.00513206514301355	0.00702676494768574	0.00891861761426979	0	0	0.0121498071218119	0.0146399202591577	0.00616862164521884	0.00159487239144548	0.00622626237469647	0	0	0	0	0.0101988781234064	0	0.000314244054502489	0.000798074689149909	0.000215582520138102	0
"Novosphingobium_Novosphingobium aromaticivorans"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium colocasiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium endophyticum"	0	0	0.00621864765142407	0	0	0	0	0	0	0	0	0	0.00101248392681766	0	0.000949018714649053	0.000375264092104819	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium flavum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium fluoreni"	0	0	0	0	0	0	0.00150199765688366	0.00513206514301355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium fontis"	0	0	0	0	0	0	0	0	0	0	0	0.00145350949868457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium guangzhouense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium hassiacum"	0	0.000298393449666993	0	0	0.00248391663975757	0	0.00600799062753462	0	0.00140535298953715	0.00689165906557211	0	0.00145350949868457	0	0.00311487665088463	0.00664313100254337	0.000375264092104819	0.0103771039578274	0	0	0	0	0	0	0	0.000177349930922202	0.000107791260069051	0.0101806211875695
"Novosphingobium_Novosphingobium kunmingense"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium lindaniclasticum LE124"	0	0	0	0	0	0	0	0	0.00105401474215286	0.00202695854869768	0	0	0	0.000934462995265387	0.00474509357324526	0	0	0	0	0.000344714662438167	0	0	0	0	8.86749654611009e-05	3.5930420023017e-05	0
"Novosphingobium_Novosphingobium marinum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Novosphingobium_Novosphingobium oryzae"	0	0	0	0	0	0	0.00300399531376731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium pentaromativorans US6-1"	0	0	0.00207288255047469	0.000133227994399095	0	0	0.0120159812550692	0.0102641302860271	0.00351338247384287	0.00364852538765582	0	0	0	0.00654124096685771	0.00427058421592074	0.000656712161183433	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0.000848385098964122
"Novosphingobium_Novosphingobium resinovorum"	0	0	0.00207288255047469	0.000133227994399095	0	0	0	0	0.00140535298953715	0.000405391709739536	0	0	0	0.000934462995265387	0.00379607485859621	0.000562896138157228	0.00207542079156549	0	0	0	0.214132762312634	0	0	0	0.000221687413652752	0	0
"Novosphingobium_Novosphingobium rhizosphaerae"	0	0	0	0	0	0	0	0	0	0.000810783419479072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium rosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium soli"	0	0	0	0	0	0	0	0	0.00351338247384287	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium sp."	0.0047174261722804	0	0.00207288255047469	0	0	0	0.00150199765688366	0	0.00175669123692143	0.000405391709739536	0	0	0	0.00436082731123848	0.00569411228789432	0.000750528184209638	0	0	0	0	0	0	0	0	0.000310362379113853	0	0.000848385098964122
"Novosphingobium_Novosphingobium sp. A2-440"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0.000622975330176925	0.000474509357324526	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Novosphingobium_Novosphingobium sp. AAP83"	0	0.000298393449666993	0.00207288255047469	0	0	0	0	0.00171068838100452	0.00105401474215286	0.00162156683895814	0	0	0	0.00124595066035385	0.00189803742929811	0.000281448069078614	0.00207542079156549	0	0	0	0	0	0	0.000942732163507466	0.000665062240958257	0	0
"Novosphingobium_Novosphingobium sp. enrichment culture clone Van12"	0	0.000895180349000979	0.00207288255047469	0	0	0	0.00150199765688366	0	0.000351338247384287	0.0056754839363535	0	0	0	0.00342636431597309	0.00759214971719242	0.000187632046052409	0	0	0	0	0	0	0.000981951727253088	0	0.000399037344574954	0	0.0161193168803183
"Novosphingobium_Novosphingobium sp. enrichment culture clone Van67"	0	0	0.00829153020189876	0.000133227994399095	0	0	0	0.00684275352401807	0.00421605896861144	0.00851322590453025	0	0	0.00303745178045299	0.00685272863194618	0.00379607485859621	0.0020639525065765	0.00622626237469647	0	0	0	0	0	0	0.000314244054502489	0.000753737206419358	3.5930420023017e-05	0.000848385098964122
"Novosphingobium_Novosphingobium sp. F2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium sp. F72"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0.000281448069078614	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Novosphingobium_Novosphingobium sp. FSW06-99"	0	0	0	0	0	0.0569962952408093	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0.000311487665088462	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium sp. HRRK193"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0.00145350949868457	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Novosphingobium_Novosphingobium sp. JSC-P2-623-2"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium sp. Leaf2"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000311487665088462	0.000949018714649053	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Novosphingobium_Novosphingobium sp. P6W"	0.0047174261722804	0	0	0	0	0	0.00300399531376731	0.00684275352401807	0.00351338247384287	0.000810783419479072	0	0	0	0.00280338898579616	0.00332156550127169	0	0.00207542079156549	0	0	0	0	0	0	0	0.000221687413652752	0	0
"Novosphingobium_Novosphingobium sp. THA_AIK7"	0	0	0	0	0	0	0	0	0.000351338247384287	0.00121617512921861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Novosphingobium_Novosphingobium sp. THN1"	0	0	0.00207288255047469	0	0	0	0.00450599297065097	0.00513206514301355	0	0.00121617512921861	0	0	0	0.000311487665088462	0.000949018714649053	0.000375264092104819	0.00207542079156549	0	0	0	0	0	0	0	8.86749654611009e-05	3.5930420023017e-05	0
"Novosphingobium_Novosphingobium sp. W2.09-48"	0	0	0	0	0	0	0	0	0	0.00162156683895814	0	0	0	0	0	0	0	0	0.0339673913043478	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium sp. YIM78034"	0	0	0	0	0	0	0	0.00342137676200903	0.00386472072122715	0.00364852538765582	0	0	0	0.00404933964615001	0.00379607485859621	0.00178250443749789	0.0103771039578274	0	0	0	0	0	0	0	8.86749654611009e-05	0	0.00169677019792824
"Novosphingobium_Novosphingobium sp. YIM78043"	0	0.000298393449666993	0	0	0	0	0.00600799062753462	0.00171068838100452	0.00421605896861144	0.0154048849701024	0	0.00145350949868457	0	0.0112135559431846	0.0104392058611396	0.00469080115131023	0.00830168316626196	0	0	0	0	0	0	0.000628488109004978	0.000266024896383303	0.000179652100115085	0.000848385098964122
"Novosphingobium_Novosphingobium tardaugens"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Novosphingobium tardum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Novosphingobium_Sphingomonas sp. ACM-3962"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Sphingomonas sp. IW3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Novosphingobium_Sphingomonas sp. MD-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155743832544231	0	9.38160230262047e-05	0	0	0	0	0	0	0	0.000314244054502489	0	0	0.000848385098964122
"Novosphingobium_Sphingomonas sp. MTR-71"	0	0	0	0	0	0	0	0.0410565211441084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_Sphingomonas sp. oral clone FI012"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000934462995265387	0.000474509357324526	0.000187632046052409	0.00207542079156549	0	0	0	0	0.0101988781234064	0	0	0	0	0
"Novosphingobium_uncultured Alphaproteobacteria bacterium"	0	0	0	0	0	0	0.00300399531376731	0.00342137676200903	0.000702676494768574	0.000810783419479072	0	0	0	0.00124595066035385	0	0.000562896138157228	0.00415084158313098	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Novosphingobium_uncultured bacterium"	0	0.000596786899333986	0.0124372953028481	0.00026645598879819	0.00248391663975757	0.0284981476204047	0.00750998828441828	0.0547420281921445	0.0179182506165986	0.0368906455862978	0	0.00290701899736915	0.00506241963408831	0.016820333914777	0.017082336863683	0.00272066466775994	0.0124525247493929	0	0	0	0	0.0101988781234064	0.000981951727253088	0.000314244054502489	0.00133012448191651	3.5930420023017e-05	0.00593869569274885
"Novosphingobium_uncultured bacterium 5H7"	0	0	0	0	0	0	0.00150199765688366	0.00171068838100452	0.00105401474215286	0.00162156683895814	0	0	0	0.00311487665088463	0.00189803742929811	0.000281448069078614	0.00207542079156549	0	0	0	0.107066381156317	0	0	0	0.000133012448191651	0	0.00848385098964122
"Novosphingobium_uncultured Erythromicrobium sp."	0	0	0	0	0	0	0	0	0	0	0	0.00145350949868457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_uncultured eubacterium WD2119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_uncultured eubacterium WD249"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Novosphingobium_uncultured Novosphingobium sp."	0	0	0.00829153020189876	0	0	0	0.00150199765688366	0.00684275352401807	0.00421605896861144	0.000810783419479072	0	0	0	0.00155743832544231	0.000949018714649053	0.000187632046052409	0.00207542079156549	0	0	0	0	0	0	0	0.000177349930922202	0	0
"Novosphingobium_uncultured soil bacterium"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.000934462995265387	0	0.000375264092104819	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Novosphingobium_uncultured Sphingobium sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281448069078614	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_uncultured Sphingomonadaceae bacterium"	0	0	0	0	0	0.0142490738102023	0	0	0	0	0	0	0	0.000311487665088462	0.00142352807197358	0	0	0	0	0	0	0	0	0	0	0	0
"Novosphingobium_uncultured Sphingomonadales bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"NS10 marine group_(NS10 marine group)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"NS10 marine group_metagenome"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NS10 marine group_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"NS10 marine group_uncultured Bacteroidetes bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"NS2b marine group_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0.000810783419479072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NS5 marine group_uncultured bacterium"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NS5 marine group_uncultured marine bacterium"	0	0	0.00207288255047469	0	0	0	0	0	0	0.000810783419479072	0	0	0	0.000311487665088462	0.000474509357324526	9.38160230262047e-05	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Nubsella_(Nubsella)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nubsella_Nubsella zeaxanthinifaciens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nubsella_Pedobacter nanyangensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nuphar sp. Palmer 689_(Nuphar sp. Palmer 689)"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nymphaea colorata_(Nymphaea colorata)"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oblitimonas_Oblitimonas alkaliphila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"oc32_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanicella_uncultured bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000810783419479072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanicola_Oceanicola granulosus HTCC2516"	0.0047174261722804	0	0.0103644127523734	0	0.00248391663975757	0	0.0240319625101385	0.00855344190502258	0.0115941621636815	0.0141887098408838	0	0.0159886044855303	0	0.01214801893845	0.0113882245757886	0.00422172103617921	0.0103771039578274	0.000823180770497201	0.169836956521739	0	0	0.0101988781234064	0.000981951727253088	0.00125697621800996	0.000620724758227707	7.18608400460341e-05	0.000848385098964122
"Oceanimonas_Oceanimonas sp. SDT4S12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceaniovalibus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Oceanisphaera_(Oceanisphaera)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0.000107791260069051	0
"Oceanisphaera_Oceanimonas sp. SS1.24"	0	0	0	0	0	0	0	0	0	0	0	0	0.00101248392681766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanisphaera_Oceanisphaera avium"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanisphaera_Oceanisphaera profunda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Oceanisphaera_uncultured bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Oceanisphaera_uncultured proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Oceanivirga_Leptotrichia sp. ES2714_GLU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Oceanobacillus_(Oceanobacillus)"	0	0	0	0	0	0	0	0	0.00245936773169001	0.00121617512921861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133012448191651	0	0
"Oceanobacillus_bacterium K2-35"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanobacillus_Compostibacillus humi"	0	0	0	0	0	0	0	0	0.00210802948430572	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Oceanobacillus_Oceanobacillus iheyensis HTE831"	0	0	0	0	0	0	0	0	0	0.00202695854869768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanobacillus_Oceanobacillus oncorhynchi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Oceanobacillus_Oceanobacillus rekensis"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0.00145350949868457	0	0.000311487665088462	0	0	0.00415084158313098	0	0	0	0	0	0	0	8.86749654611009e-05	0	0.000848385098964122
"Oceanobacillus_Oceanobacillus senegalensis"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanobacillus_Oceanobacillus sp. AvH 7"	0	0	0	0	0	0	0	0.00513206514301355	0	0	0	0	0	0	0	0	0.0166033663325239	0	0	0	0	0	0	0	0	0	0
"Oceanobacillus_Oceanobacillus sp. R-27606"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanobacillus_Oceanobacillus sp. XJSL10-10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Oceanobacillus_Oceanobacillus timonensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Oceanobacillus_uncultured bacterium"	0	0	0	0	0	0.0142490738102023	0	0	0.000702676494768574	0	0	0	0	0.000311487665088462	0.000474509357324526	0	0	0	0	0	0	0	0	0.000314244054502489	4.43374827305505e-05	0	0
"Oceanobacillus_Virgibacillus sp. HHM15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Oceanobacillus_Virgibacillus sp. XJSL9-10"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oceanobacter_uncultured Oceanobacter sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Ochrobactrum sp. enrichment culture clone VanCtr75_(Ochrobactrum sp. enrichment culture clone VanCtr75)"	0.0047174261722804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Ochrobactrum_(Ochrobactrum)"	0	0	0.00207288255047469	0	0	0	0.00450599297065097	0.00171068838100452	0.000351338247384287	0.00243235025843721	0	0	0	0	0	0.000187632046052409	0.00415084158313098	0	0	0	0	0	0	0	0.000532049792766606	0	0
"Ochrobactrum_Ochrobactrum anthropi"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Ochrobactrum_Ochrobactrum gallinifaecis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Ochrobactrum_Ochrobactrum grignonense"	0	0	0	0	0	0	0	0.00171068838100452	0	0.000810783419479072	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0.000177349930922202	0	0
"Ochrobactrum_Ochrobactrum lupini"	0	0	0	0	0	0	0.00600799062753462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Ochrobactrum_Ochrobactrum pituitosum"	0	0	0	0	0	0	0.00150199765688366	0	0.000702676494768574	0.00283774196817675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000620724758227707	0	0
"Ochrobactrum_Ochrobactrum pseudintermedium"	0	0	0.00207288255047469	0	0.00248391663975757	0.0142490738102023	0	0.00171068838100452	0	0.00972940103374886	0	0	0	0.00186892599053077	0.0194548836503056	0.000938160230262047	0.0145279455409584	0	0.0339673913043478	0	0	0	0	0	0.000177349930922202	0	0.000848385098964122
"Ochrobactrum_uncultured bacterium"	0	0	0.00621864765142407	0	0	0	0	0	0.000702676494768574	0.000810783419479072	0	0	0.00101248392681766	0.000622975330176925	0.000949018714649053	0	0.00207542079156549	0	0	0	0	0	0	0	0.000310362379113853	0	0
"Odoribacter_(Odoribacter)"	0.0330219832059628	0.000298393449666993	0.00414576510094938	0	0	0	0.0195259695394875	0.0153961954290406	0.0175669123692143	0.00648626735583257	0	0.00290701899736915	0.00101248392681766	0.0239845502118116	0.063109744524162	0.00281448069078614	0.0207542079156549	0.000823180770497201	0	0	0	0	0.0127653724542901	0.00157122027251244	0.00261591148110248	7.18608400460341e-05	0.00593869569274885
"Odoribacter_Bacteroidetes sp. oral clone FX069"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0530253932716668	0	0	0	0
"Odoribacter_Odoribacter laneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000934462995265387	0.000474509357324526	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Odoribacter_Odoribacter splanchnicus DSM 20712"	0.0141522785168412	0.000298393449666993	0.00207288255047469	0	0	0	0.0120159812550692	0.0153961954290406	0.0119455004110657	0.00527009222661397	0	0.00290701899736915	0	0.016820333914777	0.0384352579432866	0.00225158455262891	0.0166033663325239	0.000823180770497201	0	0	0	0	0.000981951727253088	0.00125697621800996	0.00181783679195257	3.5930420023017e-05	0.00678708079171297
"Odoribacter_uncultured bacterium"	0	0	0	0	0	0	0.00450599297065097	0.00684275352401807	0.000702676494768574	0.00121617512921861	0	0	0	0.00280338898579616	0.00664313100254337	0	0.00622626237469647	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Odoribacter_uncultured Odoribacter sp."	0.0047174261722804	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0.00101248392681766	0.00124595066035385	0.00664313100254337	0	0	0	0	0	0	0	0	0	0.000221687413652752	0	0
